label_no,huid,item_name,category,purity,gross_weight,net_weight,slab_label,product_category,market_demand_per_slab,market_demand_per_category,predicted_potential_sales
LBL00185,H190302,CHAIN LBL00185,CHAIN,916,42.848,42.427,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,3451618.5254037846
LBL00186,H287677,BANGLE LBL00186,BANGLE,916,16.551,16.409,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1269489.497827206
LBL00187,H472899,CHAIN LBL00187,CHAIN,916,27.536,27.339,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,2187151.036677056
LBL00188,H957150,BRACELET LBL00188,BRACELET,916,22.744,22.562,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1786072.4054786216
LBL00189,H182361,EARRING LBL00189,EARRING,916,9.076,8.68,5–10 GM,GOLD EARRING,12.666666666666666,265.3333333333333,623011.1142995355
LBL00190,H238197,BRACELET LBL00190,BRACELET,750,25.189,24.922,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1619717.8242454152
LBL00191,H201987,BANGLE LBL00191,BANGLE,916,12.129,11.795,5–15 GM,GOLD BRACELET,217.0,276.3333333333333,884010.8477460393
LBL00192,H817727,RING LBL00192,RING,916,5.634,5.45,5–10 GM,GOLD RINGS,19.666666666666668,220.66666666666666,351635.13678570406
LBL00193,H342948,EARRING LBL00193,EARRING,916,8.676,8.236,5–10 GM,GOLD EARRING,12.666666666666666,265.3333333333333,585565.9245638929
LBL00194,H746910,RING LBL00194,RING,916,3.402,3.05,2–5 GM,GOLD RINGS,7.333333333333333,220.66666666666666,146294.09237771033
LBL00195,H511122,CHAIN LBL00195,CHAIN,750,57.536,57.337,50+ GM,GOLD CHAINS,5.333333333333333,223.33333333333334,3845049.193353696
LBL00196,H927094,PENDANT LBL00196,PENDANT,916,9.739,9.328,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,675273.7662422867
LBL00197,H611187,CHAIN LBL00197,CHAIN,916,38.791,38.776,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,3145729.678695258
LBL00198,H598424,BANGLE LBL00198,BANGLE,916,5.006,4.776,5–15 GM,GOLD BRACELET,217.0,276.3333333333333,295052.7350220374
LBL00199,H601903,BRACELET LBL00199,BRACELET,750,24.68,24.399,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1585033.9954904462
LBL00200,H395968,CHAIN LBL00200,CHAIN,916,20.769,20.743,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,1630331.3590296423
LBL00201,H702593,NECKLACE LBL00201,NECKLACE,916,42.505,42.303,40+ GM,GOLD NECKLACE,9.333333333333334,176.0,3439244.77029574
LBL00202,H207932,CHAIN LBL00202,CHAIN,585,45.672,45.365,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,2353580.4867415354
LBL00203,H441699,CHAIN LBL00203,CHAIN,916,54.844,54.493,50+ GM,GOLD CHAINS,5.333333333333333,223.33333333333334,4462524.783339043
LBL00204,H658624,BRACELET LBL00204,BRACELET,916,5.449,5.139,5–15 GM,GOLD BRACELET,217.0,184.33333333333334,326195.95197243674
LBL00205,H719221,BANGLE LBL00205,BANGLE,916,4.315,3.922,0–5 GM,GOLD BRACELET,5.0,276.3333333333333,224774.6782657797
LBL00206,H751034,EARRING LBL00206,EARRING,916,7.433,7.267,5–10 GM,GOLD EARRING,12.666666666666666,265.3333333333333,504384.45134225866
LBL00207,H266744,BRACELET LBL00207,BRACELET,916,33.383,33.291,30+ GM,GOLD BRACELET,18.666666666666668,184.33333333333334,2685188.604223411
LBL00208,H169268,EARRING LBL00208,EARRING,916,5.796,5.508,5–10 GM,GOLD EARRING,12.666666666666666,265.3333333333333,356328.6112695691
LBL00209,H953452,BANGLE LBL00209,BANGLE,916,21.783,21.348,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1684943.820050038
LBL00210,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,10–20 GM,GOLD NECKLACE,125.33333333333333,235.33333333333334,452907.85352610267
LBL00211,H827851,EARRING LBL00211,EARRING,916,4.678,4.273,2–5 GM,GOLD EARRING,6.666666666666667,265.3333333333333,245634.93827813677
LBL00212,H794799,BANGLE LBL00212,BANGLE,916,25.446,25.035,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1993886.254133116
LBL00213,H977394,PENDANT LBL00213,PENDANT,585,5.854,5.747,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,231927.75235063973
LBL00214,H720928,BRACELET LBL00214,BRACELET,916,31.91,31.651,30+ GM,GOLD BRACELET,18.666666666666668,184.33333333333334,2547783.945719143
LBL00215,H682051,BANGLE LBL00215,BANGLE,916,14.239,13.889,5–15 GM,GOLD BRACELET,217.0,276.3333333333333,1059455.9116158946
LBL00216,H284731,NECKLACE LBL00216,NECKLACE,916,56.697,56.235,40+ GM,GOLD NECKLACE,9.333333333333334,176.0,4606998.061204806
LBL00217,H172988,PENDANT LBL00217,PENDANT,750,3.372,3.139,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,125752.41278534627
LBL00218,H908812,BRACELET LBL00218,BRACELET,916,19.098,18.736,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1465514.5579360353
LBL00219,H618306,BANGLE LBL00219,BANGLE,585,24.129,23.735,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1195933.6118964204
LBL00220,H328182,BANGLE LBL00220,BANGLE,916,47.412,47.055,30+ GM,GOLD BRACELET,18.666666666666668,276.3333333333333,3838803.8656830858
LBL00221,H891662,PENDANT LBL00221,PENDANT,916,9.802,9.412,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,683273.2974555087
LBL00222,H792984,RING LBL00222,RING,916,1.952,1.894,0–2 GM,GOLD RINGS,3.0,220.66666666666666,44566.045040447876
LBL00223,H657062,BRACELET LBL00223,BRACELET,916,38.58,38.08,30+ GM,GOLD BRACELET,18.666666666666668,184.33333333333334,3085791.998958825
LBL00224,H745474,NECKLACE LBL00224,NECKLACE,750,68.17,67.833,40+ GM,GOLD NECKLACE,9.333333333333334,176.0,4563644.88841728
LBL00225,H315651,BANGLE LBL00225,BANGLE,916,39.898,39.732,30+ GM,GOLD BRACELET,18.666666666666668,276.3333333333333,3222951.7235395745
LBL00226,H697978,NECKLACE LBL00226,NECKLACE,750,45.819,45.38,40+ GM,GOLD NECKLACE,9.333333333333334,176.0,3023079.915166734
LBL00227,H852658,BANGLE LBL00227,BANGLE,916,27.852,27.673,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,2214811.642958625
LBL00228,H711033,BRACELET LBL00228,BRACELET,750,18.123,17.529,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1112152.5854330221
LBL00229,H635218,BANGLE LBL00229,BANGLE,916,38.782,38.325,30+ GM,GOLD BRACELET,18.666666666666668,276.3333333333333,3107287.3957728324
LBL00230,H993916,RING LBL00230,RING,585,4.603,4.191,2–5 GM,GOLD RINGS,7.333333333333333,220.66666666666666,145088.03952478914
LBL00231,H487158,EARRING LBL00231,EARRING,750,12.221,11.803,10+ GM,GOLD EARRING,19.666666666666668,265.3333333333333,720241.2182810637
LBL00232,H100884,PENDANT LBL00232,PENDANT,750,8.068,7.983,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,458106.76788207976
LBL00233,H395917,CHAIN LBL00233,CHAIN,916,60.193,59.971,50+ GM,GOLD CHAINS,5.333333333333333,223.33333333333334,4921207.444990406
LBL00234,H552686,CHAIN LBL00234,CHAIN,585,28.417,28.026,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,1426328.967148469
LBL00235,H846348,EARRING LBL00235,EARRING,916,3.027,2.694,2–5 GM,GOLD EARRING,6.666666666666667,265.3333333333333,117260.99355468177
LBL00236,H500099,RING LBL00236,RING,916,7.754,7.381,5–10 GM,GOLD RINGS,19.666666666666668,220.66666666666666,512257.5246374652
LBL00237,H321476,BRACELET LBL00237,BRACELET,750,27.796,27.393,15–30 GM,GOLD BRACELET,183.66666666666666,184.33333333333334,1789004.195489051
LBL00238,H245824,BANGLE LBL00238,BANGLE,750,28.954,28.7,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1879501.254647174
LBL00239,H503277,PENDANT LBL00239,PENDANT,750,9.281,8.844,0–10 GM,GOLD NECKLACE,388.0,235.33333333333334,517372.56030055817
LBL00240,H261760,CHAIN LBL00240,CHAIN,750,17.634,17.206,10–20 GM,GOLD CHAINS,5.666666666666667,223.33333333333334,1090679.2954454375
LBL00241,H240800,NECKLACE LBL00241,NECKLACE,585,60.793,60.51,40+ GM,GOLD NECKLACE,9.333333333333334,176.0,3162837.573757543
LBL00242,H779885,CHAIN LBL00242,CHAIN,750,39.942,39.754,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,2638735.478178685
LBL00243,H856379,RING LBL00243,RING,750,9.394,9.059,5–10 GM,GOLD RINGS,19.666666666666668,220.66666666666666,531466.3687800381
LBL00244,H242371,BANGLE LBL00244,BANGLE,916,19.206,18.985,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1486812.7658236746
LBL00245,H773440,RING LBL00245,RING,916,6.796,6.501,5–10 GM,GOLD RINGS,19.666666666666668,220.66666666666666,437901.5110211748
LBL00246,H927251,RING LBL00246,RING,916,6.325,6.095,5–10 GM,GOLD RINGS,19.666666666666668,220.66666666666666,405055.30223932996
LBL00247,H288531,PENDANT LBL00247,PENDANT,916,11.125,10.77,10–20 GM,GOLD NECKLACE,125.33333333333333,235.33333333333334,798109.1248079401
LBL00248,H544726,EARRING LBL00248,EARRING,750,7.061,6.828,5–10 GM,GOLD EARRING,12.666666666666666,265.3333333333333,378730.29284723935
LBL00249,H472566,BANGLE LBL00249,BANGLE,916,15.949,15.805,15–30 GM,GOLD BRACELET,183.66666666666666,276.3333333333333,1218873.1584455883
LBL00250,H545405,CHAIN LBL00250,CHAIN,916,23.412,22.944,20–50 GM,GOLD CHAINS,14.333333333333334,223.33333333333334,1818423.9032808826
